review,appName,platform,sentiment,cleaned_reviews,encoded_sentiment,review_length,category
ارجو حل المشكله,Azar: Swipe Match Video Chat,ios,positive,ارجو حل المشكله,1,15,Social Meeting
لازم نحمل اغاني تشتغل بدون نت وبدون اشتراك لو سمحتو يعني ،,Anghami: Play Music & Podcasts,ios,positive,لازم نحمل اغاني تشتغل بدون نت وبدون اشتراك لو سمحتو يعني ،,1,58,Entertainment
خيبة زيهم الحالة الأولى اخفيها وماتخفي,WhatsApp Messenger,android,negative,خيبه زيهم الحاله الاولي اخفيها وماتخفي,0,38,Social Media
وين الحكومه وين الوزاره معقول هذا تطبيق رسمي ؟؟,معاً للرصد,android,negative,وين الحكومه وين الوزاره معقول هذا تطبيق رسمي ؟,0,46,Government Services
اسفه عشان نجمه بس ابغا اشوفف هي على النت او لا,Thief Puzzle,android,negative,اسفه عشان نجمه بس ابغا اشوف هي علي النت او لا,0,45,Gaming
سيء جدا بعد التحديث الاخير و اختيار الاغاني العشوائية ، تحديث فاشل جدا,Anghami: Play Music & Podcasts,ios,negative,سيء جدا بعد التحديث الاخير و اختيار الاغاني العشوائيه ، تحديث فاشل جدا,0,70,Entertainment
كانت الخدمه سريعه ومريحه شكراً,HungerStation,ios,positive,كانت الخدمه سريعه ومريحه شكرا,1,29,Food Delivery
اللعبه حلوه مافيها اخطاءا ,ملكة الموضة لعبة قصص و تمثيل,android,positive,العبه حلوه مافيها اخطاءا,1,25,Gaming
عندي العبه ادخل عليها أو داتخرج حتى بعد ماحدثتها هم تخرج ممكن الحل,Clash of Clans,android,negative,عندي العبه ادخل عليها او داتخرج حتي بعد ماحدثتها هم تخرج مكن الحل,0,65,Gaming
تطبيق رائع تشكر الوزارة عليه والطاقم الطبي في البرنامج,Sehha app,ios,positive,تطبيق رائع تشكر الوزاره عليه والطاقم الطبي في البرنامج,1,54,Government Services
يتم ظهور اشعار بصفة مستمرة اعلي الشاشة ولا يتم إلغاءه مما يتيح للغير رؤيته ....ردئ,iRecorder Video Recorder,android,negative,يتم ظهور اشعار بصفه مستمره اعلي الشاشه ولا يتم الغاءه ما يتيح لغير رؤيته ردئ,0,77,Utilities
السعر ٣٠ ريال والشحن ٢٥٠٠ ريال سلامات بعد شراء سوق كوم من قبل امازون اصبح فاشل وستغلالي ....لاانصح به انصحكم بالتوجه للمتاجر الصينية كل شي تريده في العالم موجود هناك,Amazon Shopping Search Find Ship and Save,android,negative,السعر ريال والشحن ريال سلامات بعد شراء سوق كوم من قبل امازون اصبح فاشل وستغلالي لانصح به انصحكم بالتوجه لمتاجر الصينيه كل شي تريده في العالم موجود هناك,0,159,Shopping
السَلآْم عَلْيُكّمٌ وٍرٍحَمُةّ الله وٍبُرٍكآتُهْ هاذا الايمو فيه مشكله انه مايفتح بعض الاوقات حتى لو كان النت كويس بجد انا كرهت الايمو هاذا,imo free video calls and chat,android,positive,السلام عليكم ورحمه اله وبركاته هاذا الايمو فيه مشكله انه مايفتح بعض الاوقات حتي لو كان النت كويس بجد انا كرهت الايمو هاذا,1,121,Video Calls
لعبة جيدة ولكن افسدتموها بالشحن ,Nida Harb 3: Alliance Empire MMO Nuclear War,android,negative,لعبه جيده ولكن افسدتموها بالشحن,0,32,Gaming
الصراحه بحث مره تجنن مره قيمها 5 نجوم,Smash Colors 3D Free Beat Color Rhythm Ball Game,android,positive,الصراحه بحث مره تجن مره قيمها نجوم,1,36,Gaming
لا يعمل ويرفض الدخول لصفحة المستخدم,"""Tawakkalna"" App",ios,negative,لا يعمل ويرفض الدخول لصفحه المستخدم,0,35,Government Services
غير تطبيق بلوت مايناسبنني فيه اللعب,بلوت VIP,android,negative,غير تطبيق بلوت مايناسبني فيه العب,0,33,Gaming
بعد ما نوصل لمستويات عليا ترجعونا للصفر وعوزينا نحب اللعبه ازاي يرجي اضافة اصوات انزاريه للعبة تحزر من هجوم القواعد الاخري حتي والهاتف في حالة السكون ايضا,Warfare Strike:Ghost Recon,android,negative,بعد ما نوصل لمستويات عليا ترجعونا لصفر وعوزينا نحب العبه ازاي يرجي اضافه اصوات انزاريه لعبه تحزر من هجوم القواعد الاخري حتي والهاتف في حاله السكون ايضا,0,151,Gaming
حملت التطبيق وحاولت ادخله ولاقدرت كل مادخلت طلعني من التطبيق,Reporting Trade Violations app,ios,negative,حملت التطبيق وحاولت ادخله ولاقدرت كل مادخلت طلعني من التطبيق,0,60,Government Services
وننتظر مزيد من التحديثات والإضافات,Cute CUT Pro,ios,positive,ونتظر مزيد من التحديثات والاضافات,1,33,Utilities
لا استطيع التحديث الاخير,State of Survival: Survive the Zombie Apocalypse,android,negative,لا استطيع التحديث الاخير,0,24,Gaming
واااااااو يجنن يجننن كيوت,Likee Let You Shine,ios,positive,واو يجن يجن كيوت,1,16,Live Streaming
آه يا حرامية يا ولاد الكلب خليتونا نشتري وندفع فيه فلوس وفي الآخر كل مرة يحتاج كمبيوتر عشان Active,Panda Gamepad Pro BETA,android,negative,اه يا حراميه يا ولاد الكلب خليتونا نشتري وندفع فيه فلوس وفي الاخر كل مره يحتاج كمبيوتر عشان,0,98,Utilities
حلو بس  فاشل,SayHi Chat Meet New People,ios,positive,حلو بس فاشل,1,11,Social Meeting
بعد تجربة كثير من التطبيقات أجد هذا التطبيق أفضلهم و يستحق خمسة نجوم,CamScanner: PDF Scanner App,ios,positive,بعد تجربه كثير من التطبيقات اجد هذا التطبيق افضلهم و يستحق خمسه نجوم,1,68,Utilities
احلى موقع ,noon shopping,android,positive,احلي موقع,1,10,Shopping
لعبه زبله واع,Bad Girls Wrestling Rumble: Women Fighting Games,android,negative,لعبه زبله واع,0,13,Gaming
يحذف على كيف امهه حبيته بالبداية والحمدلله اني ما اعطيتة نجوم كاملة مايستحق ولاشي نصيحة لحد يحملة,Anghami: Play Music & Podcasts,ios,negative,يحذف علي كيف امه حبيته بالبدايه والحمدله اني ما اعطيته نجوم كامله مايستحق ولاشي نصيحه لحد يحمله,0,95,Entertainment
تأخر طلبي متى بيجي ؟,HungerStation,ios,negative,تاخر طلبي متي بيجي ؟,0,20,Food Delivery
تفي عليكم شركة مبنية بالنصب والاحتيال تعطل لحسابات بدون عذر أو مبرر,Yalla Free Voice Chat Rooms,android,negative,تفي عليكم شركه مبنيه بالنصب والاحتيال تعطل لحسابات بدون عذر او مبر,0,66,Voice Chat
اللعبه جميل عدلو قاعه البنا وخلوها يترقا بدون ما نفتح بنايات ثانيه,Clash of Clans,android,positive,العبه جميل عدلو قاعه البنا وخلوها يترقا بدون ما نفتح بنايات ثانيه,1,65,Gaming
جميل جداً ورائع,Google Translate,android,negative,جميل جدا ورائع,0,14,Utilities
"قبل تفتح لازم تكون عندك المقدرة لاستيعاب التسجيل 
الحساب البنكي صار فتحه اون لاين وفي نفس الوقت",Clubhouse: Drop in audio chat,ios,negative,قبل تفتح لازم تكون عندك المقدره لاستيعاب التسجيل الحساب البنكي صار فتحه اون لاين وفي نفس الوقت,0,95,Voice Chat
جميلة جدا جدل,Yalla Free Voice Chat Rooms,android,positive,جميله جدا جدل,1,13,Voice Chat
وش المشكله بتعليق حسابي,Azar Video Chat,android,positive,وش المشكله بتعليق حسابي,1,23,Social Meeting
صراحه جمييييييييلللل وروعه,Pinterest: Lifestyle Ideas,ios,positive,صراحه جميل وروعه,1,16,Photo & Video
اللعبه. جدا جميله.,Emoji Puzzle,android,positive,العبه جدا جميله,1,17,Gaming
سيئ لانه لا توجد اجابة على الطلبات,أسعفني,android,negative,سيئ لانه لا توجد اجابه علي الطلبات,0,34,Government Services
صار سيء السائقين يتأخرون بدون حسيب والطلب يجيك بعد ماينتهي الوقت وخدمة العملاء أضحوكة وراح احذف التطبيق,HungerStation Food Groceries Delivery & More,android,negative,صار سيء السائقين يتاخرون بدون حسيب والطلب يجيك بعد ماينتهي الوقت وخدمه العملاء اضحوكه وراح احذف التطبيق,0,103,Food Delivery
